Date,Exchange,Company Name,Number of Shares,Price,Status,Symbol,Number of Shares
2008-05-22,OTCBB,"THC THERAPEUTICS, INC.",1590000.0,0.25,priced,ASUV,397500.0
2008-05-21,Nasdaq Smallcap Market,"SINO-GLOBAL SHIPPING AMERICA, LTD.",1129032.0,7.75,priced,SINO,8749998.0
2008-05-20,Nasdaq National Market,MALVERN FEDERAL BANCORP INC,2645575.0,10.00,priced,MLVF,26455750.0
2008-05-19,,"NEW WORLD MOTORSPORTS, INC.",,,filed,,400000.0
2008-05-16,,"TRANSBIOTEC, INC.",,,withdrawn,,
2008-05-16,,"VOUGHT AIRCRAFT HOLDINGS, INC.",,,withdrawn,,
2008-05-16,OTCBB,WOWJOINT HOLDINGS LTD,3750000.0,8.00,priced,CFQUF,30000000.0
2008-05-16,,"SAFE BULKERS, INC.",,,filed,SB,190000000.0
2008-05-15,Nasdaq National Market,AGNC INVESTMENT CORP.,10000000.0,20.00,priced,AGNC,200000000.0
2008-05-15,New York Stock Exchange,VERSO CORP,14000000.0,12.00,priced,VRS,168000000.0
2008-05-14,American Stock Exchange,ZION OIL & GAS INC,2500000.0,10.00,priced,ZN.U,25000000.0
2008-05-13,,"PATRIOT RISK MANAGEMENT, INC.",,,withdrawn,,
2008-05-13,,"GLOBAL WATER RESOURCES, INC.",,,withdrawn,,
2008-05-13,,METASTORM INC,,,withdrawn,,
2008-05-12,,"OPEN LINK FINANCIAL, INC.",,,withdrawn,,
2008-05-12,,OPPORTUNITY ACQUISITION CORP.,,,withdrawn,,
2008-05-09,,ALDAGEN INC,,,withdrawn,,
2008-05-09,New York Stock Exchange,"WESTERN MIDSTREAM OPERATING, LP",18750000.0,16.50,priced,WES,309375000.0
2008-05-08,,NOBLE ENVIRONMENTAL POWER LLC,,,withdrawn,,
2008-05-08,OTCBB,CAPITOL CITY BANCSHARES INC,1500000.0,10.00,priced,CPTY,15000000.0
2008-05-08,Nasdaq National Market,"REAL GOODS SOLAR, INC.",5500000.0,10.00,priced,RSOL,55000000.0
2008-05-08,New York Stock Exchange,COLFAX CORP,18750000.0,18.00,priced,CFX,337500000.0
2008-05-07,,GOMEZ INC,,,withdrawn,,
2008-05-06,Nasdaq Smallcap Market,"MAIDEN HOLDINGS, LTD.",56870000.0,8.10,priced,MHLD,460647000.0
2008-05-05,,NEWPAGE GROUP INC.,,,withdrawn,,
2008-05-02,,"STRIKER OIL & GAS, INC.",,,withdrawn,,
2008-05-01,New York Stock Exchange,PIONEER SOUTHWEST ENERGY PARTNERS L.P.,8250000.0,19.00,priced,PSE,156750000.0
2008-07-01,,ARC INTERNATIONAL CORP,,,withdrawn,,
2008-06-30,,"AVIV REIT, INC.",,,withdrawn,,
2008-06-30,,WORRY FREE TEA HOUSE HOLDINGS COMPANY,,,withdrawn,,
2008-06-27,,"BAYHILL THERAPEUTICS, INC.",,,withdrawn,,
2008-06-27,,UNITED LIBERTY BUSINESS SERVICES,,,withdrawn,,
2008-06-27,,LAGUNA LULU,,,withdrawn,,
2008-06-26,,"ASIAN TRENDS MEDIA HOLDINGS, INC.",,,withdrawn,,
2008-06-24,,"ASIA DOCUMENT TRANSITION, INC.",,,withdrawn,,
2008-06-23,,"SONICS, INC.",,,withdrawn,,
2008-06-19,,"CVR PARTNERS, LP",,,withdrawn,,
2008-06-19,,"AMERICAN WATER WORKS COMPANY, INC.",,,withdrawn,,
2008-06-19,American Stock Exchange,"HIGHPOWER INTERNATIONAL, INC.",2590224.0,3.25,priced,HPJ,8418228.0
2008-06-18,Nasdaq National Market,"RHI ENTERTAINMENT, INC.",13500000.0,14.00,priced,RHIE,189000000.0
2008-06-17,,NAVIOS MARITIME ACQUISITION CORP,,,filed,NNA.U,220000000.0
2008-06-16,,"EJOBRESOURCE, INC.",,,withdrawn,,
2008-06-11,,"THINSPACE TECHNOLOGY, INC.",,,withdrawn,,
2008-06-10,,"HERB-VITA, INC.",,,withdrawn,,
2008-06-09,,OUTCAST INC,,,withdrawn,,
2008-06-09,,"CCS MEDICAL HOLDINGS, INC.",,,withdrawn,,
2008-06-06,,ACCLARENT INC,,,withdrawn,,
2008-06-06,,"GELTECH SOLUTIONS, INC.",,,withdrawn,,
2008-06-05,,NEXTG NETWORKS INC,,,withdrawn,,
2008-06-04,,PETRA REAL ESTATE OPPORTUNITY TRUST,,,withdrawn,,
2008-06-04,,BRITANNIA BULK HOLDINGS INC,,,filed,DWT,124999995.0
2008-08-01,,"ILG, LLC",,,filed,IILG,907902666.0
2008-08-01,,"LENDINGTREE, INC.",,,filed,TREE,37805552.0
2008-08-01,,TICKETMASTER ENTERTAINMENT LLC,,,filed,TKTM,2048618.0
2008-08-01,,"HSN, INC.",,,filed,HSNI,2986371.0
2008-07-31,,FIRST WIND HOLDINGS INC.,,,withdrawn,,
2008-07-31,,STR HOLDINGS LLC,,,withdrawn,,
2008-07-31,,METROPARK USA INC,,,withdrawn,,
2008-07-31,Nasdaq National Market,"HCI GROUP, INC.",1666668.0,7.00,priced,HCIIU,11666676.0
2008-07-25,,"AUTOGENOMICS, INC.",,,withdrawn,,
2008-07-25,American Stock Exchange,NORTH ASIA INVESTMENT CORP,5000000.0,10.00,priced,NHR.U,50000000.0
2008-07-25,OTCBB,"OAK TREE EDUCATIONAL PARTNERS, INC.",65700.0,2.00,priced,FHMS,131400.0
2008-07-24,OTCBB,"FUTUREIT, INC.",11432020.0,0.50,priced,FITI,5716010.0
2008-07-24,Nasdaq National Market,GT ADVANCED TECHNOLOGIES INC.,30300000.0,16.50,priced,SOLR,499950000.0
2008-07-23,,GATEWAY PACIFIC BANCORP,,,withdrawn,,
2008-07-21,,GCL SILICON TECHNOLOGY HOLDINGS INC.,,,withdrawn,,
2008-07-17,,"CAMPELLO BANCORP, INC.",,,withdrawn,,
2008-07-15,,UNITED CANNABIS CORP,,,withdrawn,,
2008-07-15,,WOLVERINE TECHNOLOGIES CORP.,,,withdrawn,,
2008-07-14,,INDAS GREEN ACQUISITION CORP,,,withdrawn,,
2008-07-11,,SILVER MOUNTAIN MINES,,,withdrawn,,
2008-07-10,,"EDUCATION MEDIA, INC.",,,withdrawn,,
2008-07-09,,BE RESOURCES INC.,,,withdrawn,,
2008-07-08,,CORNERSTONE PHARMACEUTICALS INC,,,withdrawn,,
2008-07-07,,CHINA DISTANCE EDUCATION HOLDINGS LTD,,,filed,DL,61250000.0
2008-07-03,,"GEOVERA INSURANCE HOLDINGS, LTD.",,,withdrawn,,
2008-07-02,,ZONARE MEDICAL SYSTEMS INC,,,withdrawn,,
2008-07-02,,"LMB TECHNOLOGIES, INC.",,,withdrawn,,
2008-07-02,,"VENOCO ACQUISITION COMPANY, L.P.",,,withdrawn,,
2008-07-02,Nasdaq National Market,"ENERGY RECOVERY, INC.",14000000.0,8.50,priced,ERII,119000000.0
2008-07-02,OTCBB,"VIRTUAL MEDICAL CENTRE, INC.",7593000.0,0.15,priced,,1138950.0
2008-07-01,,ARC INTERNATIONAL CORP,,,withdrawn,,
2008-08-22,,"O'GARA GROUP, INC.",,,withdrawn,,
2008-08-20,,MRC GLOBAL INC.,,,withdrawn,,
2008-08-19,,"KLRE HOLDINGS, INC.",,,withdrawn,,
2008-08-14,,"ANTH1, INC",,,withdrawn,,
2008-08-13,,"CHINA POLYPEPTIDE GROUP, INC.",,,withdrawn,,
2008-08-13,Nasdaq National Market,MYR GROUP INC.,19690777.0,16.60,priced,MYRG,326866898.0
2008-08-12,,US POWER GENERATING CO,,,withdrawn,,
2008-08-12,,"CHANGING WORLD TECHNOLOGIES, INC.",,,withdrawn,,
2008-08-12,Nasdaq Smallcap Market,"DJSP ENTERPRISES, INC.",6875000.0,8.00,priced,CACA,55000000.0
2008-08-12,OTCBB,LINIU TECHNOLOGY GROUP,4800000.0,6.00,priced,CSACF,28800000.0
2008-08-11,,FORESTS GLOBAL INC,,,withdrawn,,
2008-08-08,New York Stock Exchange,"RACKSPACE HOSTING, INC.",15000000.0,12.50,priced,RAX,187500000.0
2008-08-06,,"AMERICAN SMOOTH WAVE VENTURES, INC.",,,withdrawn,,
2008-08-06,,CAPITALSOURCE HEALTHCARE REIT,,,withdrawn,,
2008-08-05,,GABELLI ENTERTAINMENT & TELECOMMUNICATIONS ACQUISITION CORP.,,,withdrawn,,
2008-08-04,New York Stock Exchange,CHINA MASS MEDIA CORP.,7212500.0,6.80,priced,CMM,49045000.0
2008-08-01,,"ILG, LLC",,,filed,IILG,907902666.0
2008-08-01,,"LENDINGTREE, INC.",,,filed,TREE,37805552.0
2008-08-01,,TICKETMASTER ENTERTAINMENT LLC,,,filed,TKTM,2048618.0
2008-08-01,,"HSN, INC.",,,filed,HSNI,2986371.0
2008-09-30,,"ECOFARMS INTERNATIONAL, INC.",,,withdrawn,,
2008-09-29,,"MAP FINANCIAL GROUP, INC.",,,withdrawn,,
2008-09-24,,EDGEN MURRAY LTD,,,withdrawn,,
2008-09-15,,"LEARNING MEDIA INTERNATIONAL, INC",,,withdrawn,,
2008-09-15,,MEAD JOHNSON NUTRITION CO,,,withdrawn,,
2008-09-12,,OSMETECH PLC,,,withdrawn,,
2008-09-10,,"ST. VINCENT PRESS, INC.",,,withdrawn,,
2008-09-09,,"AUTOBRAG, INC",,,withdrawn,,
2008-09-09,,CHINA TIME SHARE MEDIA CO. LTD,,,withdrawn,,
2008-09-09,Nasdaq Smallcap Market,PANSOFT CO LTD,1200000.0,7.00,priced,PSOF,8400000.0
2008-09-04,,"LAWLER DESIGN, INC.",,,withdrawn,,
2008-09-04,,"THEROX, INC.",,,withdrawn,,
2008-10-27,OTCBB,"CHOCOLATE CANDY CREATIONS, INC.",62000.0,0.75,priced,CCYS,46500.0
2008-10-24,,SOAP SILLY BATH & BODY,,,withdrawn,,
2008-10-23,,PLASMET CORP.,,,withdrawn,,
2008-10-16,,PLANET BEACH FRANCHISING CORP,,,withdrawn,,
2008-10-03,,"FREEDOM 7, INC.",,,withdrawn,,
2008-10-03,Nasdaq National Market,"HOME BANCORP, INC.",7762500.0,10.00,priced,HBCP,77625000.0
2008-11-28,,ASIA INTERACTIVE MEDIA INC.,,,withdrawn,,
2008-11-20,Nasdaq National Market,"GRAND CANYON EDUCATION, INC.",10500000.0,12.00,priced,LOPE,126000000.0
2008-11-19,New York Stock Exchange,CURRENCYSHARES RUSSIAN RUBLE TRUST,25750000.0,36.70,priced,XRU,945025000.0
2008-11-18,,"CHARTER CORPORATE SERVICES, INC.",,,withdrawn,,
2008-11-14,,KANDERS ACQUISITION CO,,,withdrawn,,
2008-11-10,,"SMART MOVE, INC.",,,withdrawn,,
2008-11-10,,TRIDENT RESOURCES CORP,,,withdrawn,,
2008-11-07,,DB-NEW YORK NUCLEAR URANIUM FUND,,,withdrawn,,
2008-11-05,,"CREATIVE MEDICAL TECHNOLOGY HOLDINGS, INC.",,,withdrawn,,
2008-11-05,,"PB PROPERTIES, INC.",,,withdrawn,,
2008-12-31,,COZUMEL CORP,,,withdrawn,,
2008-12-29,OTCBB,"VPR BRANDS, LP.",179000.0,0.11,priced,JOBI,19690.0
2008-12-17,,BIOCANCELL THERAPEUTICS INC.,,,filed,,711656.4
2008-12-16,,DAS INC,,,withdrawn,,
2008-12-15,New York Stock Exchange,AIRSHARES(TM) EU CARBON ALLOWANCES FUND,10000000.0,25.00,priced,ASO,250000000.0
2009-01-26,,"VOLT SOLAR SYSTEMS, INC.",,,withdrawn,,
2009-01-23,,"CHINA RESOURCES & CONSULTING, INC.",,,withdrawn,,
2009-01-07,,"ENCORE BRANDS, INC.",,,withdrawn,,
2009-01-02,,"CHINA QINBA PHARMACEUTICALS, INC.",,,withdrawn,,
2009-02-27,,"STRAGENICS, INC.",,,withdrawn,,
2009-02-26,,BAKKEN RESOURCES INC,,,withdrawn,,
2009-02-12,,ESCO GLOBAL REALTY CORP.,,,withdrawn,,
2009-02-11,New York Stock Exchange,MEAD JOHNSON NUTRITION CO,30000000.0,24.00,priced,MJN,720000000.0
2009-02-05,,AUTO STAR INC,,,withdrawn,,
2009-02-02,,"WAYPOINT ADVISORS, LLC",,,withdrawn,,
2009-03-30,,SOLAR SYSTEMS LTD.,,,withdrawn,,
2009-03-30,,"EVCARCO, INC.",,,withdrawn,,
2009-03-27,,"AAA CENTURY GROUP USA, INC.",,,withdrawn,,
2009-03-17,,BRAEDEN VALLEY MINES INC.,,,filed,,750000.0
2009-03-13,New York Stock Exchange,"NIVS INTELLIMEDIA TECHNOLOGY GROUP, INC.",550000.0,3.50,priced,NIV,1925000.0
2009-03-12,,LIG ASSETS INC,,,withdrawn,,
2009-04-24,,SOLAR FUNDING SOLUTIONS CORP.,,,withdrawn,,
2009-04-21,,ELLORA ENERGY INC.,,,withdrawn,,
2009-04-16,New York Stock Exchange,ROSETTA STONE INC,6250000.0,18.00,priced,RST,112500000.0
2009-04-15,New York Stock Exchange,ZOVIO INC,13500000.0,10.50,priced,ZVO,141750000.0
2009-04-10,,DIVERSIFIED HOLDINGS INTERNATIONAL LTD,,,withdrawn,,
2009-04-08,,ALIMERA SCIENCES INC,,,withdrawn,,
2009-04-06,,"JOHN BORDYNUIK, INC",,,withdrawn,,
2009-04-06,,"MEDYTOX SOLUTIONS, INC.",,,withdrawn,,
2009-04-02,Nasdaq National Market,CHANGYOU.COM LTD,7500000.0,16.00,priced,CYOU,120000000.0
2009-06-01,,PRESTIGE FURNISHING.COM INC,,,withdrawn,,
2009-06-01,,"WE SAVE HOMES, INC.",,,withdrawn,,
2009-06-01,,DUOYUAN GLOBAL WATER INC.,,,filed,DGW,88000000.0
2009-05-21,Nasdaq National Market,OPENTABLE INC,3000000.0,20.00,priced,OPEN,60000000.0
2009-05-21,,OXYSURE SYSTEMS INC,,,filed,,8915565.0
2009-05-20,New York Stock Exchange,"SOLARWINDS, INC.",12116279.0,12.50,priced,SWI,151453488.0
2009-05-18,,UNIVEST TECH INC.,,,filed,,318725.0
2009-05-14,,"SUREPURE, INC.",,,withdrawn,,
2009-05-14,New York Stock Exchange,"DIGITALGLOBE, INC.",14700000.0,19.00,priced,DGI,279300000.0
2009-05-13,,"SECURE DIGITAL, INC.",,,withdrawn,,
2009-05-13,,BERITA CAPITAL CORP,,,withdrawn,,
2009-05-12,,AMERICAN REAL ESTATE ASSETS INC,,,withdrawn,,
2009-05-11,,"UNITED MINE SERVICES, INC.",,,withdrawn,,
2009-05-04,,"WISE SALES, INC.",,,filed,,30000.0
2009-07-01,Nasdaq National Market,"LOGMEIN, INC.",6666667.0,16.00,priced,LOGM,106666672.0
2009-06-30,New York Stock Exchange,"MACROSHARES HOUSING DEPOSITOR, LLC",17250000.0,20.00,priced,UMM,345000000.0
2009-06-30,New York Stock Exchange,"MACROSHARES HOUSING DEPOSITOR, LLC",26150000.0,30.00,priced,DMM,784500000.0
2009-06-26,New York Stock Exchange,INVESCO MORTGAGE CAPITAL INC.,8500000.0,20.00,priced,IVR,170000000.0
2009-06-25,Nasdaq National Market,"MEDIDATA SOLUTIONS, INC.",6300000.0,14.00,priced,MDSO,88200000.0
2009-06-24,New York Stock Exchange,CHEMSPEC INTERNATIONAL LTD,8087000.0,9.00,priced,CPC,72783000.0
2009-06-17,,"PATENTS PROFESSIONAL, INC.",,,filed,,120000.0
2009-06-12,New York Stock Exchange,"CYS INVESTMENTS, INC.",9100000.0,11.00,priced,CYS,100100000.0
2009-06-03,New York Stock Exchange,OFFICE PROPERTIES INCOME TRUST,10000000.0,20.00,priced,GOV,200000000.0
2009-06-03,,GRANT HARTFORD CORP,,,filed,,2173670.4
2009-06-01,,PRESTIGE FURNISHING.COM INC,,,withdrawn,,
2009-06-01,,"WE SAVE HOMES, INC.",,,withdrawn,,
2009-06-01,,DUOYUAN GLOBAL WATER INC.,,,filed,DGW,88000000.0
2009-07-31,,"HOME SCHOOL HOLDINGS, INC.",,,withdrawn,,
2009-07-30,,GLOBAL GEOPHYSICAL SERVICES INC,,,withdrawn,,
2009-07-30,New York Stock Exchange,PENNYMAC MORTGAGE INVESTMENT TRUST,16000000.0,20.00,priced,PMT,320000000.0
2009-07-30,Nasdaq SmallCap Market,"RECON TECHNOLOGY, LTD",1700000.0,6.00,priced,RCON,10200000.0
2009-07-30,Nasdaq National Market,GLOBE SPECIALTY METALS INC,14000000.0,7.00,priced,GSM,98000000.0
2009-07-29,,SUTHERLAND ASSET MANAGEMENT CORP,,,withdrawn,,
2009-07-23,,"DISCOVERY RIDGE RESOURCES, INC.",,,withdrawn,,
2009-07-22,,"GALLO SOLUTIONS, INC.",,,withdrawn,,
2009-07-22,,JBS USA HOLDING LUX S.A R.L.,,,withdrawn,,
2009-07-17,,"HEALTHCARE OF TODAY, INC",,,withdrawn,,
2009-07-17,,ENZYMEBIOSYSTEMS/OLD,,,withdrawn,,
2009-07-17,,LADDER CAPITAL REALTY FINANCE INC,,,withdrawn,,
2009-07-14,,"GLOBAL SMOOTHIE SUPPLY, INC.",,,withdrawn,,
2009-07-13,,"FINDITALL, INC",,,withdrawn,,
2009-07-13,,AG FINANCIAL INVESTMENT TRUST INC,,,withdrawn,,
2009-07-13,Nasdaq National Market,TERRITORIAL BANCORP INC.,10637500.0,10.00,priced,TBNK,106375000.0
2009-07-01,Nasdaq National Market,"LOGMEIN, INC.",6666667.0,16.00,priced,LOGM,106666672.0
2009-09-01,,USA REAL ESTATE HOLDING CO,,,withdrawn,,
2009-08-18,,AEI,,,withdrawn,,
2009-08-17,,"HEALTHPORT, INC.",,,withdrawn,,
2009-08-13,,"MIRION TECHNOLOGIES, INC.",,,withdrawn,,
2009-08-12,,CLOUD PEAK ENERGY INC.,,,withdrawn,,
2009-08-12,New York Stock Exchange,"STARWOOD PROPERTY TRUST, INC.",40500000.0,20.00,priced,STWD,810000000.0
2009-08-12,New York Stock Exchange,"CHANGE HEALTHCARE HOLDINGS, INC.",23700000.0,15.50,priced,EM,367350000.0
2009-08-11,Nasdaq National Market,CUMBERLAND PHARMACEUTICALS INC,5000000.0,17.00,priced,CPIX,85000000.0
2009-08-10,,"INFRASTRUX GROUP, INC.",,,withdrawn,,
2009-08-10,,"DR. TATTOFF, INC.",,,withdrawn,,
2009-08-10,,"SUBAYE.COM, INC.",,,withdrawn,,
2009-08-10,,ASGAARD MEDIA,,,filed,,31250000.0
2009-08-07,,"PLACETORENT.COM, INC.",,,withdrawn,,
2009-08-06,Nasdaq National Market,CDC SOFTWARE CORP,4800000.0,12.00,priced,CDCS,57600000.0
2009-08-06,Nasdaq National Market,AVAGO TECHNOLOGIES LTD,43200000.0,15.00,priced,AVGO,648000000.0
2009-10-01,,CUSTOM AUTOMATED SYSTEMS INC,,,withdrawn,,
2009-10-01,Nasdaq National Market,TALECRIS BIOTHERAPEUTICS HOLDINGS CORP.,50000000.0,19.00,priced,TLCR,950000000.0
2009-09-28,,METHES ENERGIES INTERNATIONAL LTD,,,withdrawn,,
2009-09-28,,NEWEGG INC,,,withdrawn,,
2009-09-25,,MISTRAL ACQUISITION CO,,,withdrawn,,
2009-09-25,New York Stock Exchange,SELECT MEDICAL HOLDINGS CORP,30000000.0,10.00,priced,SEM,300000000.0
2009-09-24,,GNS GROUP INC,,,withdrawn,,
2009-09-24,New York Stock Exchange,"APOLLO COMMERCIAL REAL ESTATE FINANCE, INC.",10000000.0,20.00,priced,ARI,200000000.0
2009-09-24,New York Stock Exchange,"COLONY CAPITAL, INC.",12500000.0,20.00,priced,CLNY,250000000.0
2009-09-24,Nasdaq National Market,"B456 SYSTEMS, INC.",28180501.0,13.50,priced,AONE,380436764.0
2009-09-24,New York Stock Exchange,"UNITED STATES SHORT OIL FUND, LP",25000000.0,52.20,priced,DNO,1305000000.0
2009-09-24,New York Stock Exchange,ARTIO GLOBAL INVESTORS INC.,25000000.0,26.00,priced,ART,650000000.0
2009-09-24,Nasdaq National Market,"VITACOST.COM, INC.",11000000.0,12.00,priced,VITC,132000000.0
2009-09-24,,BIOCANCELL THERAPEUTICS INC.,,,filed,,5122187.73
2009-09-23,,SHARP PERFORMANCE INC,,,filed,,7700.0
2009-09-23,,"OICCO ACQUISITION I, INC.",,,filed,,120000.0
2009-09-18,,"SUNPEAKS VENTURES, INC.",,,filed,,42000.0
2009-09-17,New York Stock Exchange,CREXUS INVESTMENT CORP.,13333334.0,15.00,priced,CXS,200000010.0
2009-09-16,,BETTER CHOICE CO INC.,,,withdrawn,,
2009-09-16,,GMS CAPITAL CORP.,,,withdrawn,,
2009-09-16,,CHINA GROWTH ALLIANCE LTD,,,withdrawn,,
2009-09-10,,"EXMOVERE HOLDINGS, INC.",,,withdrawn,,
2009-09-10,Nasdaq SmallCap Market,"TRI-TECH HOLDING, INC.",1700000.0,6.75,priced,TRIT,11475000.0
2009-09-09,New York Stock Exchange,ABERDEEN STANDARD GOLD ETF TRUST,11000000.0,98.98,priced,SGOL,1088780000.0
2009-09-04,Nasdaq National Market,LIHUA INTERNATIONAL INC.,2300000.0,4.00,priced,LIWA,9200000.0
2009-09-04,Nasdaq SmallCap Market,LIHUA INTERNATIONAL INC.,2300000.0,4.00,priced,LIWA,9200000.0
2009-09-03,OTCBB,"VIVAKOR, INC.",15000000.0,0.23,priced,VIVK,3450000.0
2009-09-03,,SHANDA GAMES LTD,,,filed,GAME,1043750000.0
2009-09-01,,USA REAL ESTATE HOLDING CO,,,withdrawn,,
2009-10-30,,TRONY SOLAR HOLDINGS CO LTD,,,withdrawn,,
2009-10-28,,ALDAGEN INC,,,withdrawn,,
2009-10-28,Nasdaq National Market,ADDUS HOMECARE CORP,5400000.0,10.00,priced,ADUS,54000000.0
2009-10-28,New York Stock Exchange,"VITAMIN SHOPPE, INC.",9096077.0,17.00,priced,VSI,154633309.0
2009-10-23,New York Stock Exchange,DOLE FOOD CO INC,35715000.0,12.50,priced,DOLE,446437500.0
2009-10-22,,"OR-ION PRODUCTS, INC.",,,withdrawn,,
2009-10-21,,"FREEDOM GROUP, INC.",,,withdrawn,,
2009-10-21,,"IMPERIAL CAPITAL GROUP, INC.",,,withdrawn,,
2009-10-21,Nasdaq National Market,"AGA MEDICAL HOLDINGS, INC.",13750000.0,14.50,priced,AGAM,199375000.0
2009-10-20,Nasdaq National Market,"ZST DIGITAL NETWORKS, INC.",3125000.0,8.00,priced,ZSTN,25000000.0
2009-10-19,Nasdaq National Market,PENN MILLERS HOLDING CORP,6772221.0,10.00,priced,PMIC,67722210.0
2009-10-16,,REXNORD CORP,,,withdrawn,,
2009-10-16,Nasdaq National Market,CHINA REAL ESTATE INFORMATION CORP,18000000.0,12.00,priced,CRIC,216000000.0
2009-10-14,,"BJB CAREER EDUCATION COMPANY, LTD",,,withdrawn,,
2009-10-13,,"NATIONAL BEEF, INC.",,,withdrawn,,
2009-10-13,New York Stock Exchange,RAILAMERICA INC /DE,22000000.0,15.00,priced,RA,330000000.0
2009-10-08,,"BIRDS EYE FOODS, INC.",,,withdrawn,,
2009-10-08,New York Stock Exchange,"MISTRAS GROUP, INC.",8700000.0,12.50,priced,MG,108750000.0
2009-10-08,Nasdaq National Market,OMEROS CORP,6820000.0,10.00,priced,OMER,68200000.0
2009-10-07,New York Stock Exchange,BANCO SANTANDER (BRASIL) S.A.,525000000.0,13.4033,priced,BSBR,7035000000.0
2009-10-07,Nasdaq National Market,"VERISK ANALYTICS, INC.",85250000.0,22.00,priced,VRSK,1875500000.0
2009-10-02,,"FREE FOR ALL, INC",,,withdrawn,,
2009-10-02,Nasdaq National Market,"ECHO GLOBAL LOGISTICS, INC.",5700000.0,14.00,priced,ECHO,79800000.0
2009-10-02,Nasdaq National Market,EDUCATION MANAGEMENT CORP,20000000.0,18.00,priced,EDMC,360000000.0
2009-10-01,,CUSTOM AUTOMATED SYSTEMS INC,,,withdrawn,,
2009-10-01,Nasdaq National Market,TALECRIS BIOTHERAPEUTICS HOLDINGS CORP.,50000000.0,19.00,priced,TLCR,950000000.0
2009-12-01,,"SECURITY SOLUTIONS GROUP, INC.",,,withdrawn,,
2009-11-27,,"REDPRAIRIE HOLDING, INC.",,,withdrawn,,
2009-11-25,OTCBB,WORRY FREE TEA HOUSE HOLDINGS COMPANY,22235868.0,1.00,priced,DRSX,22235868.0
2009-11-25,OTCBB,REVOLUTIONARY CONCEPTS INC,3642200.0,1.25,priced,REVO,4552750.0
2009-11-20,OTCBB,"PLASTEC TECHNOLOGIES, LTD.",3600000.0,10.00,priced,GSMEF,36000000.0
2009-11-20,Nasdaq National Market,"ARCHIPELAGO LEARNING, INC.",6250000.0,16.50,priced,ARCL,103125000.0
2009-11-20,Nasdaq National Market,"SOTERA DEFENSE SOLUTIONS, INC.",4600000.0,13.00,priced,GTEC,59800000.0
2009-11-20,New York Stock Exchange,CLOUD PEAK ENERGY INC.,30600000.0,15.00,priced,CLD,459000000.0
2009-11-18,,LINKAGE TECHNOLOGIES INTERNATIONAL HOLDINGS LTD,,,withdrawn,,
2009-11-18,Nasdaq National Market,"FORTINET, INC.",12500000.0,12.50,priced,FTNT,156250000.0
2009-11-18,New York Stock Exchange,"UNITED STATES 12 MONTH NATURAL GAS FUND, LP",30000000.0,50.00,priced,UNL,1500000000.0
2009-11-16,,"HIRSCHFELD INDUSTRIES, INC.",,,withdrawn,,
2009-11-16,OTCBB,"ARISTA POWER, INC.",9500000.0,0.80,priced,WNDT,7600000.0
2009-11-16,New York Stock Exchange,ISHARES DIVERSIFIED ALTERNATIVES TRUST,20000000.0,50,priced,ALT,1000000000.0
2009-11-13,Nasdaq National Market,"RUE21, INC.",6765437.0,19.00,priced,RUE,128543303.0
2009-11-13,New York Stock Exchange,DOLLAR GENERAL CORP,34100000.0,21.00,priced,DG,716100000.0
2009-11-12,,CIS WORLD INC,,,filed,,1902731.6
2009-11-10,OTCBB,"WEED, INC.",1589074.0,5.00,priced,UNMN,7945370.0
2009-11-06,New York Stock Exchange,"STR HOLDINGS, INC.",12300000.0,10.00,priced,STRI,123000000.0
2009-11-06,New York Stock Exchange,"DUOYUAN PRINTING, INC.",6455918.0,8.50,priced,DYP,54875303.0
2009-11-05,Nasdaq National Market,ANCESTRY.COM INC.,7407407.0,13.50,priced,ACOM,99999995.0
2009-11-05,New York Stock Exchange,HYATT HOTELS CORP,38000000.0,25.00,priced,H,950000000.0
2009-11-02,,GPC CAPITAL CORP II,,,withdrawn,,
2009-11-02,OTCBB,"INSPYR THERAPEUTICS, INC.",10965791.0,2.00,priced,GNSZ,21931582.0
2009-11-02,,7 DAYS GROUP HOLDINGS LTD,,,filed,SVN,111100000.0
2009-12-30,,"ENVIRATRENDS, INC",,,filed,,11000.0
2009-12-29,,VIBE VENTURES INC.,,,filed,,20000.0
2009-12-28,,"VIM BEVERAGE, INC.",,,filed,,59500.0
2009-12-23,,"CLEARPOINT NEURO, INC.",,,withdrawn,,
2009-12-23,,RULES-BASED MEDICINE INC,,,withdrawn,,
2009-12-21,,SMILE BRANDS GROUP INC.,,,withdrawn,,
2009-12-18,,"HALVERN REALTY, INC.",,,withdrawn,,
2009-12-18,,"SOLYNDRA, INC.",,,withdrawn,,
2009-12-18,,FARMACIA CORP,,,filed,,200000.0
2009-12-17,New York Stock Exchange,KRATON CORP,10294118.0,13.50,priced,KRA,138970593.0
2009-12-17,,ABBY INC.,,,filed,,375000.0
2009-12-16,,"COMMONWEALTH REALTY PARTNERS, INC.",,,withdrawn,,
2009-12-16,New York Stock Exchange,TEAM HEALTH HOLDINGS INC.,13300000.0,12.00,priced,TMH,159600000.0
2009-12-16,New York Stock Exchange,"COBALT INTERNATIONAL ENERGY, INC.",63000000.0,13.50,priced,CIE,850500000.0
2009-12-15,,"WEST-CORE DRILLING, INC.",,,filed,,450000.0
2009-12-11,,"CALLAHAN CAPITAL PROPERTIES, INC.",,,withdrawn,,
